id;codigo;descripcion_diagnostico;estado;num_dias_maximo_solicitud;dias_maximo_evento;capitulo_grupo;categoria_subgrupo;contingencia;tipo_licencia;genero_comfe;cie_min_salud;genero_minsalud;limite_edad_inferior_minsalud;limite_edad_maxima_minsalud;tipo_diagnostico;aplica_notificacion;opcion_liquidacion;diagnostico_centinela;indicio_at_el;observacion1;observacion2;observacion3;observacion4
170;A370;TOS FERINA DEBIDA A BORDETELLA PERTUSSIS;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;S;;;;;
171;A371;TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
172;A378;TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
173;A379;TOS FERINA  NO ESPECIFICADA;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
174;A38X;ESCARLATINA;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
175;A390;MENINGITIS MENINGOCOCICA (G01*);1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
176;A391;SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*);1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
177;A392;MENINGOCOCEMIA AGUDA;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
178;A393;MENINGOCOCEMIA CRONICA;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
179;A394;MENINGOCOCEMIA  NO ESPECIFICADA;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
180;A395;ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
181;A398;OTRAS INFECCIONES MENINGOCOCICAS:;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
182;A399;INFECCION MENINGOCOCICA  NO ESPECIFICADA;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
183;A400;SEPTICEMIA DEBIDA A ESTREPTOCOCO  GRUPO A;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
184;A401;SEPTICEMIA DEBIDA A ESTREPTOCOCO  GRUPO B;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
185;A402;SEPTICEMIA DEBIDA A ESTREPTOCOCO  GRUPO D;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
186;A403;SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
187;A408;OTRAS SEPTICEMIAS ESTREPTOCOCICAS;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
188;A409;SEPTICEMIA ESTREPTOCOCICA  NO ESPECIFICADA;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
189;A410;SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
190;A411;SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
191;A412;SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
192;A413;SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
193;A414;SEPTICEMIA DEBIDA A ANAEROBIOS;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
194;A415;SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
195;A418;OTRAS SEPTICEMIAS ESPECIFICADAS;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
196;A419;SEPTICEMIA  NO ESPECIFICADA;1;30;;1;4;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
197;A420;ACTINOMICOSIS PULMONAR;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
198;A421;ACTINOMICOSIS ABDOMINAL;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
199;A422;ACTINOMICOSIS CERVICOFACIAL;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
200;A427;SEPTICEMIA ACTINOMICOTICA;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
201;A428;OTRAS FORMAS DE ACTINOMICOSIS;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
202;A429;ACTINOMICOSIS  SIN OTRA ESPECIFICACION;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
203;A430;NOCARDIOSIS PULMONAR;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
204;A431;NOCARDIOSIS CUTANEA;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
205;A438;OTRAS FORMAS DE NOCARDIOSIS;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
206;A439;NOCARDIOSIS  NO ESPECIFICADA;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
207;A440;BARTONELOSIS SISTEMICA;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
208;A441;BARTONELOSIS CUTANEA Y MUCOCUTANEA;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
209;A448;OTRAS FORMAS DE BARTONELOSIS;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
210;A449;BARTONELOSIS  NO ESPECIFICADA;1;10;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
211;A46X;ERISIPELA;1;14;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
212;A480;GANGRENA GASEOSA;1;30;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
213;A481;ENFERMEDAD DE LOS LEGIONARIOS;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
214;A482;ENFERMEDAD DE LOS LEGIONARIOS NO NEUMONICA [FIEBRE DE PONTIAC];1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
215;A483;SINDROME DEL CHOQUE TOXICO;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
216;A484;FIEBRE PURPURICA BRASILENA;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
217;A488;OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
218;A490;INFECCION ESTAFILOCOCICA  SIN OTRA ESPECIFICACION;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
219;A491;INFECCION ESTREPTOCOCICA  SIN OTRA ESPECIFICACION;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
220;A492;INFECCION POR HAEMOPHILUS INFLUENZAE  SIN OTRA ESPECIFICACION;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
221;A493;INFECCION POR MICOPLASMA  SIN OTRA ESPECIFICACION;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
222;A498;OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
223;A499;INFECCION BACTERIANA  NO ESPECIFICADA;1;15;;1;4;1;;A;SI;A;0;999;0;s;I;N;;;;;
224;A500;SIFILIS CONGENITA PRECOZ  SINTOMATICA;1;0;;1;5;1;;A;SI;A;0;999;0;s;S;N;;;;;
225;A501;SIFILIS CONGENITA PRECOZ  LATENTE;1;0;;1;5;1;;A;SI;A;0;999;0;s;S;N;;;;;
226;A502;SIFILIS CONGENITA PRECOZ  SIN OTRA ESPECIFICACION;1;0;;1;5;1;;A;SI;A;0;999;0;s;S;N;;;;;
227;A503;OCULOPATIA SIFILITICA CONGENITA TARDIA;1;0;;1;5;1;;A;SI;A;0;999;0;s;S;N;;;;;
228;A504;NEUROSIFILIS CONGENITA TARDIA [NEUROSIFILIS JUVENIL];1;0;;1;5;1;;A;SI;A;002A;120A;0;s;S;N;;;;;
229;A505;OTRAS FORMAS DE SIFILIS CONGENITA TARDIA  SINTOMATICA;1;0;;1;5;1;;A;SI;A;002A;120A;0;s;S;N;;;;;
230;A506;SIFILIS CONGENITA TARDIA  LATENTE;1;0;;1;5;1;;A;SI;A;002A;120A;0;s;S;N;;;;;
231;A507;SIFILIS CONGENITA TARDIA  SIN OTRA ESPECIFICACION;1;0;;1;5;1;;A;SI;A;002A;120A;0;s;S;N;;;;;
232;A509;SIFILIS CONGENITA  SIN OTRA ESPECIFICACION;1;0;;1;5;1;;A;SI;A;0;999;0;s;S;N;;;;;
233;A510;SIFILIS GENITAL PRIMARIA;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
234;A511;SIFILIS PRIMARIA ANAL;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
235;A512;SIFILIS PRIMARIA EN OTROS SITIOS;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
236;A513;SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
237;A514;OTRAS SIFILIS SECUNDARIAS;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
238;A515;SIFILIS PRECOZ  LATENTE;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
239;A519;SIFILIS PRECOZ  SIN OTRA ESPECIFICACION;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
240;A520;SIFILIS CARDIOVASCULAR;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
241;A521;NEUROSIFILIS SINTOMATICA;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
242;A522;NEUROSIFILIS ASINTOMATICA;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
243;A523;NEUROSIFILIS NO ESPECIFICADA;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
244;A527;OTRAS SIFILIS TARDIAS SINTOMATICAS;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
245;A528;SIFILIS TARDIA  LATENTE;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
246;A529;SIFILIS TARDIA  NO ESPECIFICADA;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
247;A52X;SIFILIS TARDIA;1;30;;1;5;1;;A;NO;;;;0;s;I;N;;;;;
248;A530;SIFILIS LATENTE  NO ESPECIFICADA COMO PRECOZ O TARDIA;1;30;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
249;A539;SIFILIS  NO ESPECIFICADA;1;15;;1;5;1;;A;SI;A;002A;120A;0;s;I;N;;;;;
250;A53X;OTRAS SIFILIS Y LAS NO ESPECIFICADAS;1;10;;1;5;1;;A;NO;;;;0;s;I;N;;;;;
251;A540;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLANDULA ACCESORIA;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
252;A541;INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLANDULAS ACCESORIAS;1;10;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
253;A542;PELVIPERITONITIS GONOCOCICA Y OTRAS INFECCIONES GONOCOCICAS GENITOURINARIAS;1;30;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
254;A543;INFECCION GONOCOCICA DEL OJO;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
255;A544;INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR;1;30;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
256;A545;FARINGITIS GONOCOCICA;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
257;A546;INFECCION GONOCOCICA DEL ANO Y DEL RECTO;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
258;A548;OTRAS INFECCIONES GONOCOCICAS;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
259;A549;INFECCION GONOCOCICA  NO ESPECIFICADA;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
260;A55X;LINFOGRANULOMA (VENEREO) POR CLAMIDIAS;1;20;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
261;A560;INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
262;A561;INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS;1;30;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
263;A562;INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS  SIN OTRA ESPECIFICACION;1;2;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
264;A563;INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS;1;2;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
265;A564;INFECCION DE FARINGE DEBIDA A CLAMIDIAS;1;2;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
266;A568;INFECCION DE TRANSMISION SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
267;A57X;CHANCRO BLANDO;1;20;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
268;A58X;GRANULOMA INGUINAL;1;20;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
269;A590;TRICOMONIASIS UROGENITAL;1;5;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
270;A598;TRICOMONIASIS DE OTROS SITIOS;1;5;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
271;A599;TRICOMONIASIS  NO ESPECIFICADA;1;5;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
272;A600;INFECCION DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE];1;5;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
273;A601;INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE;1;20;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
274;A609;INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE  SIN OTRA ESPECIFICACION;1;7;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
275;A630;VERRUGAS (VENEREAS) ANOGENITALES;1;20;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
276;A638;OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL  ESPECIFICADAS;1;5;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
277;A64X;ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA;1;5;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
278;A65X;SIFILIS NO VENEREA;1;15;;1;5;1;;A;SI;A;0;999;0;s;I;N;;;;;
279;A660;LESIONES INICIALES DE FRAMBESIA;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
280;A661;LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
281;A662;OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
282;A663;HIPERQUERATOSIS DE FRAMBESIA;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
283;A664;GOMA Y ULCERAS DE FRAMBESIA;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
284;A665;GANGOSA;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
285;A666;LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
286;A667;OTRAS MANIFESTACIONES DE FRAMBESIA;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
287;A668;FRAMBESIA LATENTE;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
288;A669;FRAMBESIA  NO ESPECIFICADA;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
289;A670;LESIONES PRIMARIAS DE LA PINTA;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
290;A671;LESIONES INTERMEDIAS DE LA PINTA;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
291;A672;LESIONES TARDIAS DE LA PINTA;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
292;A673;LESIONES MIXTAS DE LA PINTA;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
293;A679;PINTA  NO ESPECIFICADA;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
294;A680;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
295;A681;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
296;A689;FIEBRE RECURRENTE  NO ESPECIFICADA;1;20;;1;6;1;;A;SI;A;0;999;0;s;I;S;;;;;
297;A690;ESTOMATITIS ULCERATIVA NECROTIZANTE;1;30;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
298;A691;OTRAS INFECCIONES DE VINCENT;1;7;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
299;A692;ENFERMEDAD DE LYME;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
300;A698;OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;S;;;;;
301;A699;INFECCION POR ESPIROQUETA  NO ESPECIFICADA;1;5;;1;6;1;;A;SI;A;0;999;0;s;I;S;;;;;
302;A70X;INFECCION DEBIDA A CHLAMYDIA PSITTACI;1;10;;1;6;1;;A;SI;A;0;999;0;s;I;N;;;;;
303;A710;ESTADO INICIAL DE TRACOMA;1;10;;1;7;1;;A;SI;A;0;999;0;s;I;S;;;;;
304;A711;ESTADO ACTIVO DE TRACOMA;1;10;;1;7;1;;A;SI;A;0;999;0;s;I;S;;;;;
305;A719;TRACOMA  NO ESPECIFICADO;1;5;;1;7;1;;A;SI;A;0;999;0;s;I;S;;;;;
306;A740;CONJUNTIVITIS POR CLAMIDIAS (H13.1*);1;5;;1;7;1;;A;SI;A;028D;120A;0;s;I;N;;;;;
307;A748;OTRAS ENFERMEDADES POR CLAMIDIAS;1;5;;1;7;1;;A;SI;A;0;999;0;s;I;N;;;;;
308;A749;INFECCION POR CLAMIDIAS  NO ESPECIFICADA;1;5;;1;7;1;;A;SI;A;0;999;0;s;I;N;;;;;
309;A750;TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
310;A751;TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL];1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
311;A752;TIFUS DEBIDO A RICKETTSIA TYPHI;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
312;A753;TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
313;A759;TIFUS  NO ESPECIFICADO;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
314;A770;FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;S;;;;;
315;A771;FIEBRE MACULOSA DEBIDA A RICKETTSIA CONORII;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;S;;;;;
316;A772;FIEBRE MACULOSA DEBIDA A RICKETTSIA SIBERICA;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;S;;;;;
317;A773;FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;S;;;;;
318;A778;OTRAS FIEBRES MACULOSAS;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;S;;;;;
319;A779;FIEBRE MACULOSA  NO ESPECIFICADA;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;S;;;;;
320;A78X;FIEBRE Q;1;30;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
321;A790;FIEBRE DE LAS TRINCHERAS;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
322;A791;RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
323;A798;OTRAS RICKETTSIOSIS ESPECIFICADAS;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
324;A799;RICKETTSIOSIS  NO ESPECIFICADA;1;10;;1;8;1;;A;SI;A;0;999;0;s;I;N;;;;;
325;A800;POLIOMIELITIS AGUDA PARALITICA  ASOCIADA A VACUNA;1;15;;1;9;1;;A;SI;A;000H;015A;0;s;I;N;;;;;
326;A801;POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE IMPORTADO;1;15;;1;9;1;;A;SI;A;000H;015A;0;s;I;N;;;;;
327;A802;POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE AUTOCTONO;1;15;;1;9;1;;A;SI;A;000H;015A;0;s;I;N;;;;;
328;A803;OTRAS POLIOMIELITIS AGUDAS PARALITICAS  Y LAS NO ESPECIFICADAS;1;15;;1;9;1;;A;SI;A;000H;015A;0;s;I;N;;;;;
329;A804;POLIOMIELITIS AGUDA NO PARALITICA;1;30;;1;9;1;;A;SI;A;000H;015A;0;s;I;N;;;;;
330;A809;POLIOMIELITIS AGUDA  SIN OTRA ESPECIFICACION;1;30;;1;9;1;;A;SI;A;000H;015A;0;s;I;N;;;;;
331;A810;ENFERMEDAD DE CREUTZFELDT-JAKOB;1;15;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
332;A811;PANENCEFALITIS ESCLEROSANTE SUBAGUDA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
333;A812;LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
334;A818;OTRAS INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS LENTO;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
335;A819;INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS LENTO  SIN OTRA ESPECIFICACION;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
336;A820;RABIA SELVATICA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
337;A821;RABIA URBANA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
338;A829;RABIA  SIN OTRA ESPECIFICACION;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
339;A830;ENCEFALITIS JAPONESA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
340;A831;ENCEFALITIS EQUINA DEL OESTE;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;S;;;;;
341;A832;ENCEFALITIS EQUINA DEL ESTE;1;30;;1;9;1;;A;SI;A;0;999;5;s;I;N;;;;;
342;A833;ENCEFALITIS DE SAN LUIS;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
343;A834;ENCEFALITIS AUSTRALIANA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
344;A835;ENCEFALITIS DE CALIFORNIA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
345;A836;ENFERMEDAD POR VIRUS ROCIO;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
346;A838;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
347;A839;ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS  SIN OTRA ESPECIFICACION;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
348;A840;ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA];1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
349;A841;ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
350;A848;OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR GARRAPATAS;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
351;A849;ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS  SIN OTRA ESPECIFICACION;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
352;A850;ENCEFALITIS ENTEROVIRAL (G05.1*);1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
353;A851;ENCEFALITIS POR ADENOVIRUS (G05.1*);1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
354;A852;ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS  SIN OTRA ESPECIFICACION;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
355;A858;OTRAS ENCEFALITIS VIRALES ESPECIFICADAS;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
356;A86X;ENCEFALITIS VIRAL  NO ESPECIFICADA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
357;A870;MENINGITIS ENTEROVIRAL (G02.0*);1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
358;A871;MENINGITIS DEBIDA A ADENOVIRUS (G02.0*);1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
359;A872;CORIOMENINGITIS LINFOCITICA;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
360;A878;OTRAS MENINGITIS VIRALES;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
361;A879;MENINGITIS VIRAL  SIN OTRA ESPECIFICACION;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
362;A880;FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON];1;30;;1;9;1;;A;SI;A;0;999;0;s;I;S;;;;;
363;A881;VERTIGO EPIDEMICO;1;10;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
364;A888;OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL;1;30;;1;9;1;;A;SI;A;0;999;0;s;I;N;;;;;
